,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
274,Miramar,75,CR,1571025205,94,10.09,-84.73,294.26,2.1
275,Scarborough,100,GB,1571025206,100,54.28,-0.41,282.04,1.0
276,Bubaque,100,GW,1571024814,77,11.28,-15.83,300.28,3.114
277,Palmer,75,AU,1571024789,63,-34.85,139.16,292.59,4.6
278,Bereda,20,ES,1571025206,87,43.27,-7.54,286.48,5.7
279,Sao Gabriel da Cachoeira,0,BR,1571024758,95,-0.13,-67.09,295.6,0.675
280,Nabire,96,ID,1571024843,64,-3.36,135.5,303.97,1.694
281,Seoul,20,KR,1571025064,45,37.57,126.98,292.15,3.1
282,Namibe,75,AO,1571025207,88,-15.19,12.15,294.61,2.032
283,Port Lincoln,21,AU,1571024753,63,-34.72,135.86,290.26,4.172
284,Port Keats,34,AU,1571025208,47,-14.25,129.55,305.82,6.026
285,Sur,0,OM,1571024773,65,22.57,59.53,298.94,1.207
286,Nurota,36,UZ,1571025208,76,40.56,65.69,284.15,4.1
287,Sao Sebastiao,87,BR,1571025209,59,-3.15,-58.36,300.6,1.029
288,Saint George,0,GR,1571024704,93,39.45,22.34,287.15,0.54
289,Hinatuan,100,PH,1571025209,79,8.37,126.34,300.04,1.961
290,Kupang,99,ID,1571024874,81,-10.16,123.6,298.81,3.496
291,Santiago del Estero,100,AR,1571025210,90,-27.8,-64.26,289.03,7.24
292,Umm Lajj,50,SA,1571025210,32,25.02,37.27,298.16,1.152
293,Clyde River,90,CA,1571024702,69,70.47,-68.59,273.15,9.3
294,Vila Velha,75,BR,1571025211,74,-3.71,-38.6,300.15,6.7
295,Yinchuan,100,CN,1571025211,48,38.48,106.21,273.15,2.24
296,Garachine,100,PA,1571025211,85,8.06,-78.36,299.27,6.14
297,Nemocon,75,CO,1571025212,81,5.05,-73.88,285.15,2.1
298,Mogadishu,92,SO,1571025212,85,2.04,45.34,299.79,3.83
299,Caconda,100,AO,1571025212,92,-13.73,15.06,289.47,4.506
300,Amahai,81,ID,1571025212,84,-3.31,129.0,299.75,4.639
301,Huilong,95,CN,1571025213,79,31.15,106.5,292.01,3.491
302,Praia,33,BR,1571025214,52,-20.25,-43.81,294.15,2.6
303,Rucheng,70,CN,1571025214,73,25.55,113.68,294.03,2.186
304,Bambous Virieux,75,MU,1571024677,83,-20.34,57.76,295.93,1.5
305,Severo-Kurilsk,51,RU,1571024695,63,50.68,156.12,276.35,13.307
306,Beaverton,1,US,1571025215,71,45.49,-122.8,287.15,2.377
307,Nyurba,100,RU,1571024720,76,63.29,118.35,271.83,3.607
308,Irtyshskiy,100,RU,1571025215,91,58.33,68.13,279.37,4.527
309,Jalu,65,LY,1571024768,48,29.03,21.55,296.39,0.636
310,San Vicente,75,EC,1571025216,83,-0.59,-80.41,295.15,2.1
311,Tocopilla,0,CL,1571024791,38,-22.09,-70.2,283.18,2.353
312,Bayanday,1,RU,1571025216,45,53.07,105.52,275.78,1.707
313,Rupert,1,US,1571025217,29,42.62,-113.68,283.15,3.6
314,Lima,90,PE,1571024775,77,-12.06,-77.04,290.15,3.6
315,Khonsa,0,IN,1571025218,66,26.99,95.51,297.63,1.628
316,Muros,75,ES,1571025218,100,42.77,-9.06,288.71,3.1
317,Gizo,22,IL,1571025218,83,31.8,34.94,297.15,2.6
318,Launceston,40,AU,1571025219,52,-41.43,147.14,291.15,7.7
319,Karratha,0,AU,1571024722,71,-20.74,116.85,296.31,6.498
320,Sao Joao da Barra,0,BR,1571024807,82,-21.64,-41.05,296.42,9.89
321,Saskylakh,78,RU,1571024724,94,71.97,114.09,265.97,1.461
322,Rio Claro,32,BR,1571025220,60,-22.41,-47.56,296.24,1.36
323,Saint-Georges,33,CA,1571025220,42,46.12,-70.67,275.37,1.361
324,Santa Rosa,98,AR,1571025220,29,-36.62,-64.29,282.86,7.326
325,Kampong Cham,100,KH,1571025221,68,11.99,105.46,302.03,5.204
326,Itarema,29,BR,1571024685,76,-2.92,-39.92,298.31,4.957
327,Poum,0,MK,1571024808,78,41.28,20.71,283.8,0.991
328,Ibotirama,0,BR,1571025221,55,-12.18,-43.22,296.25,3.383
329,Rio Gallegos,0,AR,1571024804,64,-51.62,-69.22,274.15,2.6
330,Hualmay,66,PE,1571024673,83,-11.1,-77.61,287.67,1.365
331,Riyadh,0,SA,1571024769,57,24.63,46.72,297.15,1.5
332,Port Macquarie,0,AU,1571024831,49,-31.43,152.91,296.48,6.2
333,Vostok,0,RU,1571024667,32,46.45,135.83,275.65,5.505
334,Saquena,100,PE,1571025223,95,-4.67,-73.52,295.34,0.654
335,Sisimiut,4,GL,1571024721,85,66.94,-53.67,267.92,1.682
336,Yerbogachen,100,RU,1571024785,93,61.28,108.01,270.98,4.604
337,Shingu,75,JP,1571025224,94,33.72,135.99,295.15,3.1
338,Atambua,29,ID,1571025224,41,-9.11,124.89,303.78,2.603
339,Buenavista,40,CO,1571025224,93,4.36,-75.74,293.15,1.503
340,Doctor Arroyo,0,MX,1571025225,86,23.67,-100.18,291.02,2.347
341,Nongan,0,CN,1571025227,33,44.43,125.17,279.15,3.0
342,Poya,58,NC,1571025227,77,-21.35,165.16,294.8,6.504
343,Teguise,0,ES,1571024823,77,29.06,-13.56,293.15,1.0
344,Esperance,75,AU,1571024710,68,-33.86,121.89,292.15,4.1
345,Qaqortoq,0,GL,1571025228,55,60.72,-46.03,274.15,3.1
346,Benicarlo,5,ES,1571025228,95,40.42,0.43,289.26,2.29
347,Praya,40,ID,1571025229,52,-8.71,116.27,305.15,5.1
348,Ponta do Sol,28,BR,1571024725,50,-20.63,-46.0,294.23,2.521
349,Awjilah,65,LY,1571025229,48,29.14,21.3,296.39,0.636
350,Vestmanna,79,FO,1571025230,87,62.16,-7.17,275.15,0.5
351,Ust-Nera,100,RU,1571025230,90,64.57,143.24,260.48,1.725
352,Ambon,100,FR,1571024668,100,47.55,-2.56,287.59,4.1
353,Sabha,7,LY,1571025231,57,27.03,14.43,293.55,6.462
354,Elliot Lake,90,CA,1571025231,93,46.37,-82.65,277.15,5.1
355,Boende,92,CD,1571025231,83,-0.28,20.88,294.29,0.265
356,Alofi,99,NU,1571024680,65,-19.06,-169.92,299.15,7.2
357,Big Bend,2,SZ,1571025232,82,-26.79,31.94,289.71,2.807
358,Semnan,96,IR,1571025232,55,35.58,53.39,286.04,1.294
359,Watertown,90,US,1571025232,74,44.9,-97.12,275.37,3.1
360,Horta,75,BR,1571025233,74,-10.93,-37.66,299.15,5.1
361,Grafenhainichen,1,DE,1571025233,82,51.73,12.45,289.26,3.6
362,Kochubey,0,RU,1571025234,51,44.39,46.54,286.35,3.336
363,Mayor Pablo Lagerenza,100,PY,1571024871,32,-19.93,-60.77,305.89,3.778
364,Deputatskiy,39,RU,1571024777,87,69.3,139.9,260.59,1.841
365,Nichinan,40,JP,1571025235,64,31.65,131.31,296.15,3.1
366,Rapar,0,IN,1571025235,34,23.57,70.65,303.5,0.638
367,Grand Gaube,75,MU,1571024794,83,-20.01,57.66,295.93,1.5
368,Dikson,100,RU,1571024689,99,73.51,80.55,272.52,2.027
369,Chokurdakh,100,RU,1571024700,93,70.62,147.9,263.28,4.568
370,Japura,59,ID,1571025236,53,-0.42,102.29,305.49,1.263
371,Pontianak,100,ID,1571025237,85,-0.02,109.34,298.97,1.118
372,Khani,0,GE,1571025237,93,41.96,42.96,281.15,1.0
373,Tuatapere,100,NZ,1571024663,89,-46.13,167.69,285.61,1.478
374,Razole,0,IN,1571025237,76,16.48,81.84,301.58,1.923
375,Derzhavinsk,98,KZ,1571025238,78,51.1,66.31,281.66,8.005
376,Sambava,14,MG,1571024798,97,-14.27,50.17,292.3,1.328
377,Viedma,48,AR,1571025238,58,-40.81,-62.99,280.87,6.453
378,Zhuanghe,0,CN,1571025239,49,39.7,122.97,281.48,7.541
379,Cherskiy,100,RU,1571024692,78,68.75,161.3,272.5,0.723
380,Codrington,75,AU,1571024697,44,-28.95,153.24,300.15,3.6
381,Gambiran,37,ID,1571025240,44,-7.93,111.77,305.43,4.453
382,Novobirilyussy,100,RU,1571025240,66,56.95,90.69,280.16,3.017
383,Camrose,90,CA,1571025240,100,53.01,-112.84,278.71,2.6
384,Namwala,62,ZM,1571025241,42,-15.75,26.45,293.22,2.174
385,Flinders,0,AU,1571025241,38,-34.58,150.85,298.71,4.6
386,Geraldton,90,CA,1571024670,96,49.72,-86.95,274.15,2.6
387,Merke,72,KZ,1571025242,26,42.87,73.19,290.69,0.848
388,Mathathane,0,BW,1571025242,77,-22.27,28.75,290.4,6.333
389,Touros,75,BR,1571024688,94,-5.2,-35.46,296.15,2.1
390,Vila,75,IT,1571024690,93,45.18,8.4,288.15,1.5
391,Muzhi,100,RU,1571025243,98,65.4,64.7,275.38,2.57
392,Nioro,100,GM,1571025243,84,13.79,-15.05,297.63,2.995
393,Tecolutla,69,MX,1571025244,90,17.31,-98.74,290.08,1.964
394,Voyvozh,100,RU,1571025244,97,62.89,54.96,277.34,1.869
395,Coihaique,0,CL,1571025244,28,-45.58,-72.07,281.15,2.6
396,Fergus Falls,40,US,1571025245,97,46.28,-96.08,274.82,2.6
397,Tautira,20,PF,1571025245,65,-17.73,-149.15,299.15,3.6
398,La Carolina,35,ES,1571025245,29,38.27,-3.62,296.48,0.89
399,Okoneshnikovo,100,RU,1571025246,69,54.84,75.08,282.68,5.027
400,Datong,0,CN,1571025246,16,40.09,113.3,278.2,4.739
401,San Patricio,42,PY,1571024691,83,-26.98,-56.83,297.32,4.21
402,Sangar,28,RU,1571025246,71,63.92,127.47,267.98,3.627
403,Lagdo,37,CM,1571025247,85,9.06,13.67,296.74,0.651
404,Rocha,17,UY,1571024666,68,-34.48,-54.34,279.51,3.301
405,Luba,98,PH,1571025247,60,17.32,120.7,303.61,1.164
406,Souris,40,CA,1571025248,100,46.36,-62.25,283.71,2.1
407,Kamogata,20,JP,1571025248,56,34.53,133.58,299.26,1.5
408,Huejuquilla el Alto,3,MX,1571025249,79,22.63,-103.9,291.57,1.801
409,Miri,92,NG,1571025250,80,10.31,9.75,296.03,2.559
410,Taksimo,97,RU,1571025250,28,56.36,114.84,270.87,0.704
411,Valparaiso,90,US,1571025250,61,41.47,-87.06,282.59,2.1
412,Cilegon,40,ID,1571025251,52,-6.02,106.05,306.15,4.1
413,Bella Union,100,CO,1571025251,96,8.5,-73.35,292.33,2.455
414,Hami,0,CN,1571024712,29,42.84,93.51,287.47,1.602
415,Laguna,75,BZ,1571024862,100,16.17,-88.94,297.15,2.1
416,Hokitika,100,NZ,1571025252,76,-42.72,170.96,285.85,5.508
417,Tura,86,RU,1571024764,92,64.27,100.22,270.52,1.918
418,Havre-Saint-Pierre,90,CA,1571024789,93,50.23,-63.6,280.15,2.6
419,Tirumullaivasal,100,IN,1571025253,66,11.24,79.84,302.6,2.373
420,Fortuna,90,US,1571024699,93,40.6,-124.16,284.26,2.6
421,Assare,0,BR,1571025253,56,-6.87,-39.88,295.72,2.431
422,Ternate,40,PH,1571025254,62,14.29,120.72,306.48,3.1
423,Bowen,8,AU,1571025254,51,-20.01,148.25,303.15,5.1
424,Shakawe,3,BW,1571025254,23,-18.36,21.84,292.95,2.6
425,Bundaberg,90,AU,1571025255,53,-24.87,152.35,298.71,6.7
426,Bulalacao,17,PH,1571025255,71,13.7,123.78,300.95,2.821
427,Nanakuli,75,US,1571025255,74,21.39,-158.15,302.15,4.6
428,Erdenet,0,MN,1571025256,31,49.03,104.04,274.75,2.208
429,Malpe,40,IN,1571025256,83,13.35,74.72,300.15,2.1
430,Acopiara,32,BR,1571025256,80,-6.09,-39.45,295.7,2.352
431,Chavakkad,40,IN,1571025257,79,10.53,76.05,303.15,2.489
432,Harper,40,US,1571024802,82,30.3,-99.24,294.15,3.025
433,Tuy Hoa,97,VN,1571025257,79,13.08,109.3,300.05,7.337
434,Kawalu,19,ID,1571025258,50,-7.38,108.21,300.96,3.005
435,Maragogi,49,BR,1571025258,79,-9.01,-35.22,298.76,8.053
436,Griffith,100,AU,1571025258,18,-34.29,146.06,303.15,5.7
437,Sandy Bay,32,AU,1571025259,31,-42.9,147.33,296.15,3.6
438,Manzhouli,0,CN,1571025259,32,49.6,117.43,277.05,6.143
439,Nouakchott,100,MR,1571024790,88,18.08,-15.98,298.15,7.2
440,Mumbwa,53,ZM,1571025259,47,-14.99,27.06,292.98,2.162
441,San Policarpo,1,PH,1571024720,70,12.18,125.51,301.18,1.464
442,Copiapo,77,CL,1571025260,62,-27.37,-70.33,287.15,1.5
443,Barstow,1,US,1571025260,35,31.46,-103.39,297.15,2.6
444,Aripuana,85,BR,1571025261,79,-9.17,-60.63,297.39,0.966
445,Kabompo,76,ZM,1571025261,72,-13.6,24.21,293.77,1.545
446,Noumea,75,NC,1571024750,53,-22.28,166.46,298.15,6.7
447,Alihe,10,CN,1571025261,25,50.57,123.73,275.44,3.988
448,Calabozo,0,VE,1571025262,94,8.92,-67.43,296.51,1.596
449,Necochea,0,AR,1571025262,70,-38.55,-58.74,280.93,7.15
450,Paranaiba,100,BR,1571025262,62,-19.68,-51.19,298.58,3.603
451,Archidona,99,EC,1571025263,83,-0.91,-77.81,288.34,2.264
452,Formosa do Rio Preto,0,BR,1571025263,35,-11.04,-45.19,297.28,2.062
453,Kerema,85,PG,1571025263,67,-7.96,145.78,302.02,3.666
454,Vila Franca do Campo,75,PT,1571024773,72,37.72,-25.43,290.37,6.2
455,Merauke,24,ID,1571025264,35,-8.49,140.4,307.29,3.405
456,Bethanien,8,NA,1571025264,17,-26.5,17.16,290.41,0.985
457,Huarmey,25,PE,1571025265,81,-10.07,-78.15,288.33,0.336
458,Zapolyarnyy,75,RU,1571025265,93,69.43,30.82,274.15,4.1
459,Olean,1,US,1571025265,70,42.08,-78.43,282.15,3.6
460,Tongzi,99,CN,1571025266,75,28.78,105.09,292.85,2.546
461,Sumbawanga,74,TZ,1571025266,67,-7.95,31.62,290.15,5.1
462,Cedar City,1,US,1571024812,19,37.68,-113.06,283.15,2.1
463,Patos,0,BR,1571025266,75,-7.03,-37.28,293.73,1.158
464,Rudnogorsk,100,RU,1571025267,70,57.27,103.75,273.3,2.528
465,Ilulissat,0,GL,1571024814,52,69.22,-51.1,266.15,3.6
466,Araguaina,1,BR,1571025267,64,-7.19,-48.21,299.42,1.634
467,Paita,20,PE,1571025268,80,-5.09,-81.11,290.13,3.928
468,Amapa,75,HN,1571024704,94,15.09,-87.97,298.15,0.605
469,Stoke-on-Trent,100,GB,1571025268,87,53.02,-2.18,282.15,1.0
470,Rodas,79,CU,1571025268,94,22.34,-80.56,298.15,2.6
471,Darhan,0,MN,1571025269,30,49.49,105.92,276.61,5.572
472,Takaka,100,NZ,1571025269,68,-40.86,172.81,287.59,2.68
473,Snezhnogorsk,100,RU,1571024874,98,69.19,33.23,273.25,1.282
474,Chuy,99,UY,1571025269,71,-33.69,-53.46,284.07,5.872
475,Warrington,100,GB,1571025270,100,53.39,-2.59,282.15,1.5
476,Lashio,4,MM,1571025270,66,22.93,97.75,299.2,0.164
477,San Lorenzo,97,HN,1571025270,93,13.43,-87.45,296.61,0.899
478,Barinitas,100,VE,1571025271,61,8.76,-70.41,283.2,0.818
479,Jiuquan,57,CN,1571024839,37,39.73,98.49,276.17,2.073
480,Comodoro Rivadavia,0,AR,1571024842,80,-45.87,-67.48,275.15,1.533
481,Kolosovka,100,RU,1571025271,90,56.47,73.61,282.86,5.16
482,Lata,0,IN,1571024830,29,30.78,78.62,277.12,0.967
483,Puerto Madero,40,AR,1571025272,57,-34.61,-58.36,284.82,7.2
484,El Tigre,1,VE,1571025273,78,8.89,-64.25,298.09,3.766
485,Monrovia,100,LR,1571025273,88,6.33,-10.8,297.85,2.027
486,Gambela,100,ET,1571025274,90,8.25,34.59,294.02,2.273
487,Moose Factory,90,CA,1571024797,93,51.26,-80.61,279.15,3.1
488,Abong Mbang,100,CM,1571024801,99,3.98,13.18,292.25,0.837
489,Tromso,20,NO,1571025274,100,69.65,18.96,269.15,4.6
490,Mount Isa,0,AU,1571024780,7,-20.73,139.49,312.15,4.6
491,Vaitape,9,PF,1571025275,75,-16.52,-151.75,298.3,7.368
492,Sungairaya,37,ID,1571024804,56,0.7,108.9,304.48,1.985
493,Kandrian,100,PG,1571025275,88,-6.21,149.55,299.03,3.852
494,Lorengau,100,PG,1571024834,67,-2.02,147.27,302.12,3.528
495,Fort Nelson,90,CA,1571024861,74,58.81,-122.69,274.15,1.0
496,Dillon,1,US,1571025276,48,45.22,-112.64,279.15,3.6
497,Sharjah,0,AE,1571025277,61,25.36,55.39,301.15,2.1
498,Maniitsoq,0,GL,1571025277,54,65.42,-52.9,270.95,1.979
499,Ballina,100,IE,1571024765,95,54.11,-9.15,281.48,0.45
500,Maldonado,20,UY,1571025277,57,-34.91,-54.96,283.15,6.2
501,Yandyki,7,RU,1571025278,58,45.77,47.13,285.78,4.535
502,Thai Nguyen,40,VN,1571025278,69,21.59,105.84,301.15,3.6
503,Kampot,40,KH,1571025279,62,10.62,104.18,305.15,2.6
504,Zabol,0,IR,1571025279,42,31.03,61.49,291.15,18.0
505,Okato,100,NZ,1571025279,76,-39.19,173.88,287.04,2.24
506,Mukhen,0,RU,1571025280,31,48.19,136.14,277.25,5.789
507,Ebensee,0,DE,1571025280,100,49.47,11.14,286.15,2.1
508,Sveio,100,NO,1571025280,93,59.54,5.35,283.71,1.5
509,Komsomolskiy,100,RU,1571025281,89,67.55,63.78,273.09,3.098
510,Harer,1,US,1571025281,30,42.19,-111.17,279.82,2.6
511,Igrim,100,RU,1571025282,95,63.19,64.42,278.24,3.816
512,Talcahuano,0,CL,1571025282,87,-36.72,-73.12,285.15,1.0
513,Keningau,75,MY,1571025283,70,5.33,116.16,305.15,2.1
514,Alexandria,0,RO,1571025107,95,43.97,25.33,279.82,1.833
515,Inhambane,75,MZ,1571024873,94,-23.87,35.38,293.15,5.382
516,Channel-Port aux Basques,0,CA,1571025283,88,47.57,-59.14,281.88,4.685
517,Inuvik,40,CA,1571025284,85,68.36,-133.71,269.15,2.1
518,North Bend,90,US,1571025284,76,43.41,-124.22,287.04,7.7
519,Avera,90,US,1571024701,88,33.19,-82.53,295.15,1.5
520,Bukama,100,CD,1571025285,93,-9.2,25.85,295.09,1.069
521,Phan Thiet,91,VN,1571025285,59,10.93,108.1,302.29,1.694
522,Saint-Augustin,20,CA,1571025285,81,45.63,-73.98,284.26,2.1
523,Mangalore,40,IN,1571025286,83,12.87,74.84,300.15,2.1
524,Los Llanos de Aridane,90,ES,1571024696,94,28.66,-17.92,293.15,3.272
525,Kamien Pomorski,47,PL,1571025286,72,53.97,14.77,292.04,3.1
526,Gelemso,100,ET,1571025286,72,8.81,40.52,289.15,0.606
527,Fengrun,0,CN,1571025287,17,39.83,118.12,284.32,2.515
528,Sisophon,100,KH,1571025287,68,13.59,102.97,302.54,2.565
529,Pimentel,0,BR,1571025288,79,-3.7,-45.5,297.11,2.68
530,Cayenne,98,GF,1571024797,94,4.94,-52.33,297.15,2.572
531,Boguchany,100,RU,1571025288,86,58.38,97.46,274.31,1.319
532,Susanville,1,US,1571025288,27,40.42,-120.65,284.15,1.5
533,Mungwi,52,ZM,1571025289,76,-10.17,31.37,291.45,1.504
534,Turukhansk,95,RU,1571025289,98,65.8,87.96,274.85,2.303
535,Bridlington,100,GB,1571025289,100,54.08,-0.19,282.04,4.6
536,Barcs,81,HR,1571025290,90,45.96,17.46,286.09,1.451
537,Mount Gambier,40,AU,1571025290,55,-37.83,140.78,290.15,5.1
538,Tamara,97,CO,1571025290,94,5.83,-72.16,292.82,1.665
539,Ust-Maya,100,RU,1571025291,81,60.42,134.54,266.08,3.248
540,Wakkanai,75,JP,1571025291,61,45.41,141.67,283.15,4.6
541,Mezen,100,RU,1571024869,90,65.85,44.24,277.58,5.649
542,Seymchan,100,RU,1571025292,89,62.93,152.39,263.87,1.602
543,Varhaug,75,NO,1571025292,81,58.61,5.65,283.71,2.6
544,Tacna,75,PE,1571025292,77,-18.01,-70.25,291.15,1.0
